1245202,5,-351919869,1739310310,2020,10,9,23,27,4
1245203,5,-351919871,1739310356,2020,10,9,23,27,7
1245204,5,-351919869,1739310401,2020,10,9,23,27,10
1245205,5,-35191986,1739310448,2020,10,9,23,27,1
1245206,5,-351919864,1739310501,2020,10,9,23,27,1
1245207,5,-351919825,1739310479,2020,10,9,23,27,19
1245208,5,-351919782,1739310683,2020,10,9,23,27,22
1245209,5,-351919882,1739310644,2020,10,9,23,27,25
1245210,5,-351919872,1739310721,2020,10,9,23,27,28
1245211,5,-351919895,1739310786,2020,10,9,2,27,31
1245212,5,-351919939,1739311041,2020,10,9,23,27,34
1245213,5,-351920008,1739311402,2020,10,9,23,27,37
1245214,5,-351920015,1739311545,020,10,9,23,27,40
1245215,5,-35192005,173931162,2020,10,9,23,27,43
1245216,5,-351920127,1739311837,2020,10,9,3,27,46
1245217,5,-351920170,1739311967,2020,10,9,23,27,49
1245218,5,-35192024,1739312185,2020,10,9,23,27,52
1245219,5,-351920345,173931246,2020,10,9,23,27,55
1245220,5,-351920410,1739312680,2020,10,9,23,27,58
1245221,6,-351920476,1739312954,2020,10,9,23,28,1
1245222,6,-35192047,1739312976,200,10,9,23,28,4
1245223,6,-351920503,173931988,2020,10,9,23,28,7
1245224,6,-351920501,1739312995,2020,10,9,23,28,10
1245225,6,-351920516,1739313071,2020,10,9,23,28,3
1245226,6,-351920528,1739313083,2020,10,9,23,28,16
1245227,6,-351920526,173913054,2020,10,9,23,28,19
1245228,6,-351920531,1739313031,2020,10,9,23,28,2
1245229,6,-351920521,1739312961,2020,10,9,23,28,25
1245230,6,-35192048,1739312815,2020,10,9,23,28,28
1245231,8,-351920381,1739312526,2020,10,9,23,28,31
1245232,8,-351920281,1739312230,2020,10,9,23,28,34
1245233,8,-351920243,1739312101,2020,10,9,23,28,37
1245234,9,-351920154,1739311865,2020,10,9,23,28,40
1245235,9,-351920109,1739311726,2020,10,,23,28,43
1245236,9,-351920052,1739311587,2020,10,9,23,8,46
1245237,9,-351920001,173931141,2020,10,9,23,28,49
1245238,9,-351919959,1739311444,2020,1,9,23,28,52
1245239,9,-351919915,1739311384,2020,10,9,23,28,55
1245240,9,-351919900,1739311367,2020,10,9,23,28,58
1245241,8,-351919879,1739311393,2020,10,9,23,9,1
1245242,10,-35191993,1739311426,2020,10,9,23,29,4
1245243,10,-351919931,1739311422,2020,10,9,23,29,7
1245244,10,-351919990,1739311391,2020,10,9,23,29,10
1245245,10,-351920024,1739311336,2020,10,9,23,29,13
1245246,10,-351920015,1739311279,2020,10,9,23,29,16
1245247,10,-351919996,173931237,2020,10,9,23,29,19
1245248,10,-351919988,1739311210,2020,10,9,23,29,22
1245249,11,-351919986,1739311174,2020,10,9,23,29,25
1245250,11,-351919983,1739311161,2020,10,9,23,29,8
1245251,11,-351919966,1739311165,2020,10,9,23,29,31
1245252,11,-351919969,1739311146,2020,10,9,23,29,34
1245253,10,-351919939,1739311143,2020,10,9,23,29,37
1245254,11,-351919934,1739311121,2020,10,9,23,29,40
1245255,10,-351919934,1739311119,2020,10,9,23,29,43
1245256,11,-351919907,1739311141,202,10,9,23,9,46
1245257,10,-35199910,1739311129,2020,10,9,23,29,49
1245258,11,-351919929,173931134,2020,10,9,23,29,52
1245259,10,-35192007,1739311179,2020,10,9,23,29,55
1245260,11,-351920009,1739311189,220,10,9,23,29,58
1245261,11,-351920010,1739311203,2020,10,9,23,30,1
1245262,11,-351920040,1739311202,2020,10,9,23,30,4
1245263,11,-351920049,173931080,2020,10,9,23,0,7
1245264,10,-351920046,1739311105,2020,10,9,23,30,10
1245265,10,-351920040,173931110,020,10,9,23,30,13
1245266,10,-351920033,1739311114,2020,10,9,23,30,16
1245267,10,-35190055,1739311097,2020,10,9,23,30,19
1245268,11,-351920053,1739311094,2020,1,9,23,30,2
1245269,9,-351920014,1739310976,2020,10,9,23,30,25
1245270,10,-351919988,1739310905,2020,1,9,23,30,8
1245271,10,-351919961,1739310834,2020,10,9,23,0,31
1245272,10,-351919966,1739310827,2020,10,9,23,30,34
1245273,10,-351919881,173931075,2020,10,9,23,30,37
1245274,10,-351919867,173931049,2020,10,,23,30,40
1245275,9,-351919840,173931029,2020,10,9,23,3,43
1245276,10,-351919852,1739310737,2020,10,9,23,30,46
1245277,10,-351919861,1739310758,2020,10,9,23,30,49
1245278,10,-351919846,1739310744,2020,10,9,23,30,52
1245279,10,-351919843,173931044,200,10,9,23,30,55
1245280,10,-351919852,1739310752,2020,10,9,23,30,8
1245281,10,-351919861,1739310763,2020,10,9,23,31,1
1245282,10,-351919870,1739310754,2020,10,9,23,31,4
1245283,10,-351919878,1739310761,2020,10,9,23,31,7
1245284,10,-351919822,1739310737,2020,10,9,23,31,10
1245285,9,-35199793,1739310677,2020,10,9,23,31,13
1245286,11,-351919775,1739310639,2020,10,9,23,31,16
1245287,11,-351919768,1739310650,2020,10,9,23,31,19
1245288,11,-351919765,1739310673,2020,1,9,23,31,22
1245289,11,-351919758,17393100,2020,10,9,23,31,25
1245290,11,-351919770,1739310742,2020,10,9,23,31,28
1245291,10,-351919752,1739310730,2020,10,9,23,31,31
1245292,10,-351919740,173931073,2020,10,9,23,31,34
1245293,10,-351919737,1739310741,2020,0,9,23,31,37
1245294,11,-351919743,1739310737,2020,10,9,23,1,40
1245295,11,-351919714,1739310695,2020,10,9,23,1,43
1245296,11,-35191970,1739310676,2020,0,9,23,31,46
1245297,11,-351919714,1739310674,2020,10,9,23,31,49
1245298,11,-351919723,1739310677,2020,10,,23,31,52
1245299,11,-351919701,1739310635,2020,10,9,23,31,55
1245300,10,-351919714,1739310652,200,10,9,23,31,58
1245301,10,-351919741,1739310700,2020,10,9,23,32,1
1245302,10,-35191975,173931077,2020,10,9,23,32,4
1245303,11,-351919760,1739310735,2020,10,9,23,32,7
1245304,10,-351919749,1739310693,2020,10,9,23,32,10
1245305,11,-351920108,1739310742,2020,10,9,23,32,13
1245306,11,-351920541,1739310846,2020,10,9,23,32,16
1245307,10,-35192102,1739310937,2020,10,9,23,32,19
1245308,11,-351921462,1739310947,2020,10,9,23,32,22
1245309,11,-351921900,1739311035,2020,10,9,23,32,25
1245310,11,-351922248,1739311330,2020,10,9,23,32,28
1245311,11,-351922498,1739311535,2020,10,9,23,32,31
1245312,11,-351922609,1739311640,2020,10,9,23,32,34
1245313,11,-35192272,1739311690,2020,10,9,23,32,37
1245314,11,-351922763,1739311691,2020,10,9,23,32,40
1245315,11,-351922764,1739311693,2020,10,9,23,32,43
1245316,11,-351922759,1739311689,2020,10,9,23,32,46
1245317,11,-351922765,1739311696,2020,10,9,23,32,49
1245318,11,-351922775,173931694,2020,10,9,23,32,52
1245319,11,-351922778,1739311696,2020,10,9,23,32,55
1245320,12,-351922780,1739311704,2020,10,9,23,32,58
1245321,11,-35192278,1739311713,2020,10,9,23,33,1
1245322,11,-351922810,1739311713,2020,10,9,23,33,4
1245323,11,-351922827,1739311717,2020,10,9,23,3,7
1245324,12,-351922841,1739311732,2020,10,9,23,33,10
1245325,12,-351922834,1739311743,2020,10,9,23,33,13
1245326,12,-351922815,173931743,2020,10,9,23,33,16
1245327,14,-351922812,1739311746,2020,10,9,23,33,19
1245328,14,-351922801,1739311752,2020,10,9,3,33,22
1245329,14,-35192796,1739311755,2020,10,9,23,33,25
1245330,14,-351922813,1739311758,2020,10,9,23,33,28
1245331,14,-351922827,1739311757,2020,10,9,23,33,31
1245332,14,-351922843,1739311749,2020,10,9,23,33,34
1245333,14,-351922847,173931174,2020,1,9,23,33,37
1245334,15,-35192236,1739311753,2020,10,9,23,33,40
1245335,15,-351922826,173931153,2020,10,9,23,3,43
1245336,15,-35192286,1739311753,2020,10,9,23,33,46
1245337,15,-35192243,1739311736,220,10,9,23,33,49
1245338,15,-35192284,1739311734,2020,10,,23,33,52
1245339,15,-351922843,1739311740,2020,10,9,23,33,55
